word,count_in_spam,count_in_nonspam,P(word),P(non-spam),P(spam),P(word|spam),P(word|nonspam),P(spam|word),P(non_spam|word)
atisfied,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
commerciaiization,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
specks,8,0,6e-06,0.761173,0.238827,3e-05,0.0,1.161947,0.0
womenshealth,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
foreshown,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
xol,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
laval,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fiexibie,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
geologize,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
wachovia,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
nextfew,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ands,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bw,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
miejsce,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
committment,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
fiat,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
kinja,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
abdalla,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
chamfer,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
obliquity,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
thefame,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pharmsh,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
bloussant,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
intruder,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
postcard,7,0,5e-06,0.761173,0.238827,2.6e-05,0.0,1.161947,0.0
viejo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
piscivorous,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
revisionism,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
primetime,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
packaqes,10,0,8e-06,0.761173,0.238827,3.7e-05,0.0,1.161947,0.0
britten,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
carcinogenesis,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hauch,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ipodesktop,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
gms,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
entr,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
zoraidaguerra,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
wal,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
klystron,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
onomatopoeia,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
catalogers,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
vukas,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
inzestspiele,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
conveniences,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
evils,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
automaticaiiy,7,0,5e-06,0.761173,0.238827,2.6e-05,0.0,1.161947,0.0
wellknown,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
jodyanddavid,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
responders,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bonded,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
balko,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
suo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
divergent,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
holes,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
biology,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
rlyc,45,0,3.5e-05,0.761173,0.238827,0.000169,0.0,1.161947,0.0
chiasmus,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
engages,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
soiid,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
zkcc,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
mailadressen,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
mai,7,0,5e-06,0.761173,0.238827,2.6e-05,0.0,1.161947,0.0
refina,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
haffez,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
headquartes,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
nya,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
heir,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
meteors,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
preventive,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
mywebdesignportfo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
eeghenstraat,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
nth,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
eiements,28,0,2.2e-05,0.761173,0.238827,0.000105,0.0,1.161947,0.0
breeder,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
freelotto,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
zuyw,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
xent,13,0,1e-05,0.761173,0.238827,4.9e-05,0.0,1.161947,0.0
geilen,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
richtig,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
storefront,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
unsubstantial,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
sprocketwheel,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
allergies,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
zaire,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
andso,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
youour,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
faust,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
bombs,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
huzzah,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
dissert,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
realiy,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
abundancegroup,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ebooks,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
ghuidhir,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
lessening,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bigs,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
spillover,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cellulite,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
lineand,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
novos,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
gardens,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ianguage,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
caf,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
moira,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
multiplier,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
springfield,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pasadena,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
vet,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ipbfl,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
furthest,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
exsiccation,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
conservatives,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
labovitz,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
astonishment,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
corvette,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
demise,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
dispensed,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
donner,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
shark,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
greatt,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
wifeless,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
expresseae,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
wonders,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
iook,9,0,7e-06,0.761173,0.238827,3.4e-05,0.0,1.161947,0.0
hbcbk,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
revamp,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
prlces,24,0,1.8e-05,0.761173,0.238827,9e-05,0.0,1.161947,0.0
ega,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
moisture,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
soltuion,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
revival,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
stagnant,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
populations,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
ztvwo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bigotry,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
gelling,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ianguaqe,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
botswana,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
illusion,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
sonucunu,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
verir,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
uniimited,10,0,8e-06,0.761173,0.238827,3.7e-05,0.0,1.161947,0.0
incured,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
lwd,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
therefrom,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
congressional,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
vpsc,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
multistory,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
picnicker,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
rocking,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
starving,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
indesiqn,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
lmt,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
perl,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
loqos,18,0,1.4e-05,0.761173,0.238827,6.7e-05,0.0,1.161947,0.0
esatclear,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
amid,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
yorsunuz,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fre,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
clip,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
purree,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
deutschen,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
informations,8,0,6e-06,0.761173,0.238827,3e-05,0.0,1.161947,0.0
spices,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
jeremie,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
newx,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
freighting,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
altera,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
religion,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
photographic,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hereone,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
decoration,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
ide,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
boatu,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
libretto,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
exampies,19,0,1.5e-05,0.761173,0.238827,7.1e-05,0.0,1.161947,0.0
anagrafica,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fillmore,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
coca,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
investigatory,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
forsaken,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
reqiured,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
oyal,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bugler,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hypodermic,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
ipmlgbit,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
teethe,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
demolished,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
beatriz,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
spurge,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
sandelli,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bypath,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
frenchman,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
yourpartner,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
unscribe,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
picturepost,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
towing,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cfb,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
buiider,16,0,1.2e-05,0.761173,0.238827,6e-05,0.0,1.161947,0.0
capsules,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
humankind,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
pyramid,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pcr,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
quadruple,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
commentaryto,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
occupants,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
dull,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
klar,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
stoxs,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pharmsho,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
passingbell,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
prank,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bevstarl,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
pil,7,0,5e-06,0.761173,0.238827,2.6e-05,0.0,1.161947,0.0
knopke,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
mmjx,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
nev,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
impendence,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cardholder,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
wildest,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
contort,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
wyoming,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
lmayaca,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
finders,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
calis,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
businessabetter,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
sapling,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
rightwards,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
vn,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
strenuous,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
woke,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
joing,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
zzzz,8,0,6e-06,0.761173,0.238827,3e-05,0.0,1.161947,0.0
adv,8,0,6e-06,0.761173,0.238827,3e-05,0.0,1.161947,0.0
centro,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
drawdowns,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
ube,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
shakers,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
dhjommto,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
geadresseerde,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
okmpoi,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
directional,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
aiuminum,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
barraged,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
teneo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
remark,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
colville,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
notbeing,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hops,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
iike,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
distributary,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
swpvfdwt,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
lutheran,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
yapabilir,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
adsl,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
serrvice,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
lliustrator,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
saie,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
violently,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
dementi,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
necessities,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
tollgate,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cntr,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
gx,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
theatrical,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
potency,9,0,7e-06,0.761173,0.238827,3.4e-05,0.0,1.161947,0.0
misused,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
nfidentiaiity,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
televisional,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
oppidan,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cablefilter,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
dirt,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
riches,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
abilmesi,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
fundament,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
smoke,5,0,4e-06,0.761173,0.238827,1.9e-05,0.0,1.161947,0.0
nonaffiliated,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
tomers,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
ejaculation,15,0,1.2e-05,0.761173,0.238827,5.6e-05,0.0,1.161947,0.0
beiieves,11,0,8e-06,0.761173,0.238827,4.1e-05,0.0,1.161947,0.0
starved,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
perish,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
heya,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
careerbuilder,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
exim,23,0,1.8e-05,0.761173,0.238827,8.6e-05,0.0,1.161947,0.0
bracelet,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
seventy,6,0,5e-06,0.761173,0.238827,2.2e-05,0.0,1.161947,0.0
dakar,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ppo,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
atwater,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
filament,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cpunks,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
maya,8,0,6e-06,0.761173,0.238827,3e-05,0.0,1.161947,0.0
drench,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
carberry,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
forgetting,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
individualshavegreatly,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
thr,7,0,5e-06,0.761173,0.238827,2.6e-05,0.0,1.161947,0.0
maxdisc,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
elvis,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
grandpa,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
pinhole,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
males,4,0,3e-06,0.761173,0.238827,1.5e-05,0.0,1.161947,0.0
cystic,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
lbck,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
wakeless,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
retdehola,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
advertisersplash,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
knavery,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
accesing,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
completetly,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
flexability,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
kfegdwwverzd,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
bible,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
pleaseunderstand,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
ecord,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
lv,8,0,6e-06,0.761173,0.238827,3e-05,0.0,1.161947,0.0
wtcs,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
carraige,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
rogersuq,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
exaltation,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
photoshop,68,0,5.2e-05,0.761173,0.238827,0.000255,0.0,1.161947,0.0
architectonic,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
arneson,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
gf,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
csmt,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
cooi,16,0,1.2e-05,0.761173,0.238827,6e-05,0.0,1.161947,0.0
jerseys,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
decnet,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hemispherical,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
hectare,1,0,1e-06,0.761173,0.238827,4e-06,0.0,1.161947,0.0
blows,3,0,2e-06,0.761173,0.238827,1.1e-05,0.0,1.161947,0.0
pigsty,2,0,2e-06,0.761173,0.238827,7e-06,0.0,1.161947,0.0
